"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2016-09-17 19:20:55 +02:00"

Year,"Country / territory of asylum/residence",Origin,"Refugees (incl. refugee-like situations)"
2015,Switzerland,Libya,250
2015,Switzerland,"Sri Lanka",4989
2015,Switzerland,Morocco,38
2015,Switzerland,"Rep. of Moldova",14
2015,Switzerland,"The former Yugoslav Republic of Macedonia",184
2015,Switzerland,Mali,18
2015,Switzerland,Myanmar,53
2015,Switzerland,Montenegro,43
2015,Switzerland,Mongolia,86
2015,Switzerland,Mauritania,5
2015,Switzerland,Niger,10
2015,Switzerland,Nigeria,179
2015,Switzerland,Nepal,18
2015,Switzerland,Pakistan,112
2015,Switzerland,Peru,9
2015,Switzerland,Philippines,6
2015,Switzerland,Romania,22
2015,Switzerland,"Russian Federation",710
2015,Switzerland,Rwanda,164
2015,Switzerland,Sudan,205
2015,Switzerland,Senegal,31
2015,Switzerland,"Sierra Leone",41
2015,Switzerland,Somalia,4334
2015,Switzerland,"Serbia and Kosovo (S/RES/1244 (1999))",3158
2015,Switzerland,"South Sudan",*
2015,Switzerland,"Syrian Arab Rep.",8695
2015,Switzerland,Chad,50
2015,Switzerland,Togo,742
2015,Switzerland,Tunisia,294
2015,Switzerland,Turkey,3544
2015,Switzerland,"United Rep. of Tanzania",15
2015,Switzerland,Uganda,35
2015,Switzerland,Ukraine,16
2015,Switzerland,Uzbekistan,54
2015,Switzerland,"Viet Nam",1130
2015,Switzerland,Stateless,400
2015,Switzerland,Various/Unknown,1173
2015,Switzerland,Yemen,323
2015,Switzerland,"South Africa",12
2015,Switzerland,Zimbabwe,18
2015,Chile,Afghanistan,14
2015,Chile,"Bolivia (Plurinational State of)",*
2015,Chile,"Dem. Rep. of the Congo",9
2015,Chile,Congo,8
2015,Chile,Colombia,1054
2015,Chile,Cuba,19
2015,Chile,Dominica,0
2015,Chile,Ecuador,18
2015,Chile,Ghana,0
2015,Chile,"Sri Lanka",6
2015,Chile,Peru,118
2015,Chile,"Dem. People's Rep. of Korea",0
2015,Chile,Palestinian,119
2015,Chile,"Russian Federation",*
2015,Chile,"El Salvador",6
2015,Chile,"Syrian Arab Rep.",13
2015,Chile,Ukraine,*
2015,Chile,"Venezuela (Bolivarian Republic of)",0
2015,Chile,Various/Unknown,441
2015,China,Afghanistan,7
2015,China,Burundi,0
2015,China,Benin,0
2015,China,"Côte d'Ivoire",0
2015,China,Cameroon,*
2015,China,"Dem. Rep. of the Congo",*
2015,China,Ghana,0
2015,China,Guinea,0
2015,China,Gambia,0
2015,China,Iraq,*
2015,China,Kenya,0
2015,China,Liberia,0
2015,China,Mali,0
2015,China,Mozambique,0
2015,China,Niger,0
2015,China,Nigeria,0
2015,China,Pakistan,*
2015,China,Philippines,0
2015,China,Palestinian,5
2015,China,Rwanda,0
2015,China,"Sierra Leone",0
2015,China,Somalia,117
2015,China,"Syrian Arab Rep.",14
2015,China,Uganda,*
2015,China,"Viet Nam",300896
2015,China,Yemen,*
2015,China,Zimbabwe,0
2015,"Côte d'Ivoire",Angola,5
2015,"Côte d'Ivoire",Burundi,36
2015,"Côte d'Ivoire","Central African Rep.",319
2015,"Côte d'Ivoire","Côte d'Ivoire",0
2015,"Côte d'Ivoire",Cameroon,*
2015,"Côte d'Ivoire","Dem. Rep. of the Congo",157
2015,"Côte d'Ivoire",Congo,169
2015,"Côte d'Ivoire",Ghana,*
2015,"Côte d'Ivoire",Guinea,*
2015,"Côte d'Ivoire","Iran (Islamic Rep. of)",6
2015,"Côte d'Ivoire",Cambodia,28
2015,"Côte d'Ivoire",Liberia,1040
2015,"Côte d'Ivoire",Mali,5
2015,"Côte d'Ivoire",Nigeria,19
2015,"Côte d'Ivoire",Rwanda,82
2015,"Côte d'Ivoire",Sudan,10
2015,"Côte d'Ivoire","Sierra Leone",0
2015,"Côte d'Ivoire","Syrian Arab Rep.",20
2015,"Côte d'Ivoire",Chad,17
2015,"Côte d'Ivoire",Togo,30
2015,"Côte d'Ivoire","Viet Nam",9
2015,"Côte d'Ivoire",Stateless,0
2015,Cameroon,Angola,12
2015,Cameroon,Burundi,61
2015,Cameroon,"Central African Rep.",267463
2015,Cameroon,"Côte d'Ivoire",121
2015,Cameroon,Cameroon,0
2015,Cameroon,"Dem. Rep. of the Congo",512
2015,Cameroon,Congo,58
2015,Cameroon,Guinea,13
2015,Cameroon,Gambia,0
2015,Cameroon,Guinea-Bissau,0
2015,Cameroon,"Equatorial Guinea",5
2015,Cameroon,Liberia,14
2015,Cameroon,Mali,*
2015,Cameroon,Mauritania,5
2015,Cameroon,Nigeria,71840
2015,Cameroon,Rwanda,858
2015,Cameroon,Sudan,145
2015,Cameroon,Senegal,0
2015,Cameroon,"South Sudan",17
2015,Cameroon,"Syrian Arab Rep.",15
2015,Cameroon,Chad,1798
2015,Cameroon,Togo,13
2015,"Dem. Rep. of the Congo",Angola,561
2015,"Dem. Rep. of the Congo",Burundi,23163
2015,"Dem. Rep. of the Congo","Central African Rep.",107929
2015,"Dem. Rep. of the Congo","Côte d'Ivoire",9
2015,"Dem. Rep. of the Congo",Cameroon,*
2015,"Dem. Rep. of the Congo","Dem. Rep. of the Congo",0
2015,"Dem. Rep. of the Congo",Congo,699
2015,"Dem. Rep. of the Congo",Guinea,*
2015,"Dem. Rep. of the Congo",Liberia,8
2015,"Dem. Rep. of the Congo",Mali,0
2015,"Dem. Rep. of the Congo",Nigeria,0
2015,"Dem. Rep. of the Congo",Rwanda,245052
2015,"Dem. Rep. of the Congo",Somalia,34
2015,"Dem. Rep. of the Congo","South Sudan",5597
2015,"Dem. Rep. of the Congo","Syrian Arab Rep.",7
2015,"Dem. Rep. of the Congo",Chad,*
2015,"Dem. Rep. of the Congo",Uganda,26
2015,Congo,Angola,303
2015,Congo,Burundi,89
2015,Congo,"Central African Rep.",23664
2015,Congo,"Côte d'Ivoire",*
2015,Congo,Cameroon,*
2015,Congo,"Dem. Rep. of the Congo",12267
2015,Congo,Congo,0
2015,Congo,Guinea,0
2015,Congo,Liberia,*
2015,Congo,Mali,*
2015,Congo,Mauritania,*
2015,Congo,Nigeria,5
2015,Congo,Rwanda,8549
2015,Congo,Sudan,24
2015,Congo,"South Sudan",0
2015,Congo,Chad,36
2015,Colombia,Afghanistan,*
2015,Colombia,Colombia,0
2015,Colombia,Cuba,62
2015,Colombia,Ecuador,9
2015,Colombia,Ethiopia,17
2015,Colombia,Hungary,7
2015,Colombia,Iraq,*
2015,Colombia,Nicaragua,14
2015,Colombia,Romania,7
2015,Colombia,"El Salvador",7
2015,Colombia,Somalia,11
2015,Colombia,"Serbia and Kosovo (S/RES/1244 (1999))",7
2015,Colombia,"Syrian Arab Rep.",7
2015,Colombia,"Venezuela (Bolivarian Republic of)",39
2015,Colombia,Stateless,*
2015,"Cabo Verde",Stateless,0
2015,"Costa Rica",Bangladesh,0
2015,"Costa Rica",Cameroon,0
2015,"Costa Rica",Colombia,2247
2015,"Costa Rica",Cuba,372
2015,"Costa Rica",Eritrea,*
2015,"Costa Rica",Spain,0
2015,"Costa Rica",Ghana,0
2015,"Costa Rica",Gambia,0
2015,"Costa Rica",Guatemala,22
2015,"Costa Rica",Honduras,58
2015,"Costa Rica",Haiti,12
2015,"Costa Rica",Israel,0
2015,"Costa Rica",Mexico,*
2015,"Costa Rica",Niger,0
2015,"Costa Rica",Nigeria,20
2015,"Costa Rica",Nicaragua,452
2015,"Costa Rica",Nepal,0
2015,"Costa Rica",Pakistan,0
2015,"Costa Rica",Panama,*
2015,"Costa Rica",Peru,15
2015,"Costa Rica","Papua New Guinea",0
2015,"Costa Rica","Russian Federation",19
2015,"Costa Rica",Senegal,0
2015,"Costa Rica","El Salvador",203
2015,"Costa Rica",Somalia,7
2015,"Costa Rica","Syrian Arab Rep.",8
2015,"Costa Rica",Ukraine,12
2015,"Costa Rica","Venezuela (Bolivarian Republic of)",141
2015,"Costa Rica",Stateless,0
2015,"Costa Rica",Various/Unknown,0
2015,Cuba,Afghanistan,14
2015,Cuba,Eritrea,16
2015,Cuba,"Western Sahara",181
2015,Cuba,Ethiopia,5
2015,Cuba,"Iran (Islamic Rep. of)",27
2015,Cuba,"Syrian Arab Rep.",41
2015,Cuba,Yemen,11
2015,"Cayman Islands",Cuba,5
2015,Cyprus,Afghanistan,7
2015,Cyprus,Armenia,26
2015,Cyprus,Bangladesh,*
2015,Cyprus,"Bosnia and Herzegovina",15
2015,Cyprus,China,*
2015,Cyprus,"Côte d'Ivoire",0
2015,Cyprus,Cameroon,19
2015,Cyprus,"Dem. Rep. of the Congo",17
2015,Cyprus,Comoros,*
2015,Cyprus,Algeria,8
2015,Cyprus,Egypt,84
2015,Cyprus,Eritrea,5
2015,Cyprus,Ethiopia,*
2015,Cyprus,Georgia,85
2015,Cyprus,India,7
2015,Cyprus,"Iran (Islamic Rep. of)",502
2015,Cyprus,Iraq,760
2015,Cyprus,Jordan,29
2015,Cyprus,Lebanon,39
2015,Cyprus,"Sri Lanka",25
2015,Cyprus,"Rep. of Moldova",18
2015,Cyprus,Nigeria,8
2015,Cyprus,Nepal,*
2015,Cyprus,Pakistan,17
2015,Cyprus,Philippines,8
2015,Cyprus,Palestinian,1786
2015,Cyprus,"Russian Federation",64
2015,Cyprus,Sudan,8
2015,Cyprus,"Sierra Leone",22
2015,Cyprus,Somalia,39
2015,Cyprus,"Serbia and Kosovo (S/RES/1244 (1999))",59
2015,Cyprus,"Syrian Arab Rep.",3110
2015,Cyprus,Turkey,170
2015,Cyprus,Ukraine,29
2015,Cyprus,"Viet Nam",*
2015,Cyprus,Stateless,56
2015,Cyprus,Yemen,*
2015,Cyprus,Zimbabwe,0
2015,"Czech Rep.",Afghanistan,234
2015,"Czech Rep.",Angola,19
2015,"Czech Rep.",Albania,6
2015,"Czech Rep.",Armenia,69
2015,"Czech Rep.",Azerbaijan,31
2015,"Czech Rep.",Bulgaria,16
2015,"Czech Rep.","Bosnia and Herzegovina",13
2015,"Czech Rep.",Belarus,364
2015,"Czech Rep.",China,13
2015,"Czech Rep.",Cameroon,6
2015,"Czech Rep.","Dem. Rep. of the Congo",21
2015,"Czech Rep.",Cuba,228
2015,"Czech Rep.",Egypt,*
2015,"Czech Rep.",Eritrea,17
2015,"Czech Rep.",Ethiopia,10
2015,"Czech Rep.",Georgia,34
2015,"Czech Rep.",Ghana,11
2015,"Czech Rep.",Guinea,7
2015,"Czech Rep.","Iran (Islamic Rep. of)",26
2015,"Czech Rep.",Iraq,199
2015,"Czech Rep.",Kazakhstan,234
2015,"Czech Rep.",Kyrgyzstan,21
2015,"Czech Rep.",Libya,9
2015,"Czech Rep.","Sri Lanka",14
2015,"Czech Rep.","Rep. of Moldova",25
2015,"Czech Rep.",Myanmar,160
2015,"Czech Rep.",Nigeria,13
2015,"Czech Rep.",Pakistan,20
2015,"Czech Rep.",Romania,81
2015,"Czech Rep.","Russian Federation",319
2015,"Czech Rep.",Sudan,17
2015,"Czech Rep.","Sierra Leone",5
2015,"Czech Rep.",Somalia,22
2015,"Czech Rep.","Serbia and Kosovo (S/RES/1244 (1999))",9
2015,"Czech Rep.","Syrian Arab Rep.",365
2015,"Czech Rep.",Togo,6
2015,"Czech Rep.",Turkmenistan,5
2015,"Czech Rep.",Turkey,8
2015,"Czech Rep.",Ukraine,444
2015,"Czech Rep.",Uzbekistan,99
2015,"Czech Rep.","Viet Nam",70
2015,"Czech Rep.",Stateless,201
2015,"Czech Rep.",Various/Unknown,109
2015,"Czech Rep.",Yemen,0
2015,Germany,Afghanistan,30026
2015,Germany,Angola,796
2015,Germany,Albania,472
2015,Germany,"United Arab Emirates",0
2015,Germany,Argentina,12
2015,Germany,Armenia,1191
2015,Germany,Australia,5
2015,Germany,Azerbaijan,2171
2015,Germany,Burundi,71
2015,Germany,Benin,34
2015,Germany,"Burkina Faso",36
2015,Germany,Bangladesh,186
2015,Germany,Bulgaria,85
2015,Germany,Bahrain,55
2015,Germany,"Bosnia and Herzegovina",1412
2015,Germany,Belarus,154
2015,Germany,"Bolivia (Plurinational State of)",7
2015,Germany,Brazil,35
2015,Germany,Bhutan,27
2015,Germany,Botswana,*
2015,Germany,"Central African Rep.",*
2015,Germany,Canada,20
2015,Germany,Chile,184
2015,Germany,China,1406
2015,Germany,"Côte d'Ivoire",181
2015,Germany,Cameroon,515
2015,Germany,"Dem. Rep. of the Congo",1537
2015,Germany,Congo,178
2015,Germany,Colombia,61
2015,Germany,Comoros,*
2015,Germany,Cuba,102
2015,Germany,"Czech Rep.",837
2015,Germany,Djibouti,*
2015,Germany,"Dominican Rep.",15
2015,Germany,Algeria,289
2015,Germany,Ecuador,18
2015,Germany,Egypt,636
2015,Germany,Eritrea,10980
2015,Germany,Spain,14
2015,Germany,Ethiopia,2657
2015,Germany,France,14
2015,Germany,Gabon,*
2015,Germany,"United Kingdom",12
2015,Germany,Georgia,360
2015,Germany,Ghana,274
2015,Germany,Guinea,641
2015,Germany,Gambia,172
2015,Germany,Guinea-Bissau,24
2015,Germany,"Equatorial Guinea",15
2015,Germany,Greece,47
2015,Germany,Honduras,27
2015,Germany,Croatia,328
2015,Germany,Haiti,16
2015,Germany,Hungary,291
2015,Germany,Indonesia,20
2015,Germany,India,299
2015,Germany,"Iran (Islamic Rep. of)",19763
2015,Germany,Iraq,51396
2015,Germany,Israel,26
2015,Germany,Italy,13
2015,Germany,Jamaica,6
2015,Germany,Jordan,138
2015,Germany,Japan,101
2015,Germany,Kazakhstan,87
2015,Germany,Kenya,180
2015,Germany,Kyrgyzstan,104
2015,Germany,Cambodia,26
2015,Germany,"Rep. of Korea",82
2015,Germany,Kuwait,5
2015,Germany,"Lao People's Dem. Rep.",50
2015,Germany,Lebanon,521
2015,Germany,Liberia,61
2015,Germany,Libya,334
2015,Germany,"Sri Lanka",3920
2015,Germany,Lithuania,5
2015,Germany,Latvia,11
2015,Germany,Morocco,161
2015,Germany,"Rep. of Moldova",44
2015,Germany,Mexico,20
2015,Germany,"The former Yugoslav Republic of Macedonia",459
2015,Germany,Mali,49
2015,Germany,Myanmar,708
2015,Germany,Montenegro,237
2015,Germany,Mongolia,36
2015,Germany,Mozambique,12
2015,Germany,Mauritania,15
2015,Germany,Malaysia,6
2015,Germany,Niger,45
2015,Germany,Nigeria,981
2015,Germany,Netherlands,12
2015,Germany,Nepal,45
2015,Germany,"New Zealand",8
2015,Germany,Pakistan,4702
2015,Germany,Peru,42
2015,Germany,Philippines,28
2015,Germany,Poland,703
2015,Germany,"Dem. People's Rep. of Korea",101
2015,Germany,Paraguay,*
2015,Germany,Romania,170
2015,Germany,"Russian Federation",4856
2015,Germany,Rwanda,188
2015,Germany,"Saudi Arabia",15
2015,Germany,Sudan,457
2015,Germany,Senegal,41
2015,Germany,Singapore,6
2015,Germany,"Sierra Leone",341
2015,Germany,"El Salvador",8
2015,Germany,Somalia,4860
2015,Germany,"Serbia and Kosovo (S/RES/1244 (1999))",9157
2015,Germany,"South Sudan",19
2015,Germany,Slovakia,95
2015,Germany,Slovenia,7
2015,Germany,"Syrian Arab Rep.",115604
2015,Germany,Chad,24
2015,Germany,Togo,1188
2015,Germany,Thailand,46
2015,Germany,Tajikistan,103
2015,Germany,Turkmenistan,29
2015,Germany,Tunisia,90
2015,Germany,Turkey,20281
2015,Germany,"United Rep. of Tanzania",13
2015,Germany,Uganda,112
2015,Germany,Ukraine,320
2015,Germany,"United States of America",159
2015,Germany,Uzbekistan,78
2015,Germany,"Venezuela (Bolivarian Republic of)",6
2015,Germany,"Viet Nam",1357
2015,Germany,Stateless,2935
2015,Germany,Various/Unknown,9089
2015,Germany,Yemen,140
2015,Germany,"South Africa",24
2015,Germany,Zambia,6
2015,Germany,Zimbabwe,46
2015,Djibouti,Eritrea,319
2015,Djibouti,Ethiopia,522
2015,Djibouti,Iraq,12
2015,Djibouti,Kenya,10
2015,Djibouti,Pakistan,6
2015,Djibouti,Palestinian,5
2015,Djibouti,Sudan,5
2015,Djibouti,Somalia,12323
2015,Djibouti,Yemen,6157
2015,Denmark,Afghanistan,2166
2015,Denmark,Albania,20
2015,Denmark,Armenia,73
2015,Denmark,Azerbaijan,59
2015,Denmark,Burundi,6
2015,Denmark,Bangladesh,16
2015,Denmark,"Bosnia and Herzegovina",40
2015,Denmark,Belarus,6
2015,Denmark,China,21
2015,Denmark,"Côte d'Ivoire",12
2015,Denmark,Cameroon,6
2015,Denmark,"Dem. Rep. of the Congo",90
2015,Denmark,Algeria,9
2015,Denmark,Egypt,6
2015,Denmark,Eritrea,3213
2015,Denmark,Ethiopia,65
2015,Denmark,Georgia,*
2015,Denmark,India,13
2015,Denmark,"Iran (Islamic Rep. of)",2009
2015,Denmark,Iraq,938
2015,Denmark,Kenya,6
2015,Denmark,Kyrgyzstan,5
2015,Denmark,Kuwait,*
2015,Denmark,Lebanon,24
2015,Denmark,Libya,15
2015,Denmark,"Sri Lanka",81
2015,Denmark,Morocco,8
2015,Denmark,"The former Yugoslav Republic of Macedonia",*
2015,Denmark,Myanmar,54
2015,Denmark,Nigeria,14
2015,Denmark,Nepal,7
2015,Denmark,Pakistan,60
2015,Denmark,"Dem. People's Rep. of Korea",10
2015,Denmark,Palestinian,95
2015,Denmark,"Russian Federation",1026
2015,Denmark,Rwanda,17
2015,Denmark,Sudan,66
2015,Denmark,Somalia,1260
2015,Denmark,"Serbia and Kosovo (S/RES/1244 (1999))",313
2015,Denmark,"Syrian Arab Rep.",12988
2015,Denmark,Tajikistan,5
2015,Denmark,Tunisia,*
2015,Denmark,Turkey,6
2015,Denmark,Uganda,62
2015,Denmark,Ukraine,15
2015,Denmark,Uzbekistan,11
2015,Denmark,Stateless,1958
2015,Denmark,Various/Unknown,385
2015,Denmark,Yemen,*
2015,Denmark,Zimbabwe,8
2015,"Dominican Rep.",Cuba,0
2015,"Dominican Rep.",Ecuador,5
2015,"Dominican Rep.",Haiti,600
2015,"Dominican Rep.",Stateless,0
2015,Algeria,"Burkina Faso",0
2015,Algeria,"Central African Rep.",20
2015,Algeria,"Côte d'Ivoire",23
2015,Algeria,Cameroon,10
2015,Algeria,"Dem. Rep. of the Congo",42
2015,Algeria,Congo,*
2015,Algeria,"Western Sahara",90000
2015,Algeria,Guinea,*
2015,Algeria,Iraq,21
2015,Algeria,Libya,13
2015,Algeria,Mali,16
2015,Algeria,Nigeria,*
2015,Algeria,Palestinian,4016
2015,Algeria,"Syrian Arab Rep.",0
2015,Algeria,Yemen,*
2015,Ecuador,Afghanistan,112
2015,Ecuador,Albania,6
2015,Ecuador,Chile,5
2015,Ecuador,China,12
2015,Ecuador,Colombia,120685
2015,Ecuador,Cuba,229
2015,Ecuador,Eritrea,11
2015,Ecuador,"Western Sahara",5
2015,Ecuador,Guinea,9
2015,Ecuador,Haiti,22
2015,Ecuador,"Iran (Islamic Rep. of)",24
2015,Ecuador,Iraq,36
2015,Ecuador,Lebanon,6
2015,Ecuador,Liberia,6
2015,Ecuador,"Sri Lanka",16
2015,Ecuador,Nigeria,25
2015,Ecuador,Nepal,5
2015,Ecuador,Pakistan,29
2015,Ecuador,Peru,93
2015,Ecuador,Palestinian,9
2015,Ecuador,"Russian Federation",29
2015,Ecuador,Sudan,5
2015,Ecuador,Somalia,7
2015,Ecuador,"Serbia and Kosovo (S/RES/1244 (1999))",14
2015,Ecuador,"Syrian Arab Rep.",17
2015,Ecuador,"United States of America",6
2015,Ecuador,"Venezuela (Bolivarian Republic of)",7
2015,Ecuador,Various/Unknown,16
2015,Ecuador,Zimbabwe,5
2015,Egypt,Afghanistan,*
2015,Egypt,Burundi,24
2015,Egypt,Benin,*
2015,Egypt,Bangladesh,0
2015,Egypt,"Central African Rep.",*
2015,Egypt,China,*
2015,Egypt,"Côte d'Ivoire",249
2015,Egypt,Cameroon,*
2015,Egypt,"Dem. Rep. of the Congo",41
2015,Egypt,Congo,*
2015,Egypt,Djibouti,5
2015,Egypt,Eritrea,1405
2015,Egypt,Ethiopia,1085
2015,Egypt,Ghana,0
2015,Egypt,Guinea,9
2015,Egypt,"Iran (Islamic Rep. of)",*
2015,Egypt,Iraq,4347
2015,Egypt,Jordan,0
2015,Egypt,Kenya,7
2015,Egypt,Liberia,*
2015,Egypt,Libya,*
2015,Egypt,"Sri Lanka",*
2015,Egypt,Morocco,0
2015,Egypt,Madagascar,0
2015,Egypt,Mali,9
2015,Egypt,Niger,0
2015,Egypt,Nigeria,5
2015,Egypt,Palestinian,70021
2015,Egypt,"Russian Federation",19
2015,Egypt,Sudan,11296
2015,Egypt,Senegal,0
2015,Egypt,"Sierra Leone",*
2015,Egypt,Somalia,4491
2015,Egypt,"South Sudan",1686
2015,Egypt,"Syrian Arab Rep.",117635
2015,Egypt,Chad,45
2015,Egypt,Togo,0
2015,Egypt,Tajikistan,11
2015,Egypt,Turkmenistan,*
2015,Egypt,Uganda,9
2015,Egypt,Uzbekistan,*
2015,Egypt,Stateless,*
2015,Egypt,Various/Unknown,0
2015,Egypt,Yemen,54
2015,Egypt,Zimbabwe,9
2015,Eritrea,Eritrea,0
2015,Eritrea,Ethiopia,26
2015,Eritrea,Sudan,28
2015,Eritrea,Somalia,2485
2015,Eritrea,"South Sudan",10
2015,Spain,Afghanistan,144
2015,Spain,Angola,12
2015,Spain,Albania,15
2015,Spain,Armenia,22
2015,Spain,Azerbaijan,38
2015,Spain,Benin,0
2015,Spain,"Burkina Faso",*
2015,Spain,Bangladesh,15
2015,Spain,Belarus,14
2015,Spain,"Bolivia (Plurinational State of)",7
2015,Spain,Brazil,0
2015,Spain,"Central African Rep.",*
2015,Spain,Chile,0
2015,Spain,China,16
2015,Spain,"Côte d'Ivoire",262
2015,Spain,Cameroon,25
2015,Spain,"Dem. Rep. of the Congo",86
2015,Spain,Congo,10
2015,Spain,Colombia,364
2015,Spain,Cuba,946
2015,Spain,Algeria,38
2015,Spain,Egypt,16
2015,Spain,Eritrea,48
2015,Spain,"Western Sahara",10
2015,Spain,Ethiopia,71
2015,Spain,Georgia,13
2015,Spain,Ghana,*
2015,Spain,Guinea,5
2015,Spain,Gambia,8
2015,Spain,Guinea-Bissau,0
2015,Spain,"Equatorial Guinea",78
2015,Spain,Guatemala,12
2015,Spain,Honduras,25
2015,Spain,Haiti,21
2015,Spain,India,*
2015,Spain,"Iran (Islamic Rep. of)",70
2015,Spain,Iraq,190
2015,Spain,Jordan,23
2015,Spain,Kazakhstan,11
2015,Spain,Kenya,0
2015,Spain,Lebanon,*
2015,Spain,Liberia,7
2015,Spain,Libya,*
2015,Spain,"Sri Lanka",91
2015,Spain,Morocco,40
2015,Spain,Mexico,11
2015,Spain,"The former Yugoslav Republic of Macedonia",0
2015,Spain,Mali,*
2015,Spain,Myanmar,*
2015,Spain,Mongolia,0
2015,Spain,Mauritania,*
2015,Spain,Niger,0
2015,Spain,Nigeria,15
2015,Spain,Nicaragua,11
2015,Spain,Nepal,6
2015,Spain,Pakistan,228
2015,Spain,Panama,0
2015,Spain,Peru,*
2015,Spain,Palestinian,458
2015,Spain,"Russian Federation",177
2015,Spain,Rwanda,13
2015,Spain,Sudan,49
2015,Spain,Senegal,5
2015,Spain,"Sierra Leone",18
2015,Spain,"El Salvador",*
2015,Spain,Somalia,374
2015,Spain,"Serbia and Kosovo (S/RES/1244 (1999))",12
2015,Spain,"Syrian Arab Rep.",1336
2015,Spain,Chad,0
2015,Spain,Togo,15
2015,Spain,Tunisia,*
2015,Spain,Turkey,6
2015,Spain,Uganda,0
2015,Spain,"United States of America",0
2015,Spain,Uzbekistan,9
2015,Spain,"Venezuela (Bolivarian Republic of)",45
2015,Spain,Stateless,105
2015,Spain,Various/Unknown,86
2015,Spain,Yemen,5
2015,Estonia,Afghanistan,16
2015,Estonia,Belarus,7
2015,Estonia,Georgia,*
2015,Estonia,Iraq,*
2015,Estonia,"Sri Lanka",9
2015,Estonia,"Russian Federation",16
2015,Estonia,Sudan,20
2015,Estonia,"Syrian Arab Rep.",6
2015,Estonia,Ukraine,59
2015,Estonia,Stateless,*
2015,Ethiopia,Burundi,52
2015,Ethiopia,"Dem. Rep. of the Congo",426
2015,Ethiopia,Djibouti,76
2015,Ethiopia,Eritrea,155231
2015,Ethiopia,Iraq,*
2015,Ethiopia,Kenya,3193
2015,Ethiopia,Rwanda,11
2015,Ethiopia,Sudan,37785
2015,Ethiopia,Somalia,256669
2015,Ethiopia,"South Sudan",281508
2015,Ethiopia,"Syrian Arab Rep.",9
2015,Ethiopia,Uganda,23
2015,Ethiopia,Yemen,1088
2015,Finland,Afghanistan,1406
2015,Finland,Angola,157
2015,Finland,Albania,*
2015,Finland,Azerbaijan,30
2015,Finland,Bangladesh,19
2015,Finland,"Bosnia and Herzegovina",17
2015,Finland,Belarus,13
2015,Finland,China,93
2015,Finland,"Côte d'Ivoire",12
2015,Finland,Cameroon,72
2015,Finland,"Dem. Rep. of the Congo",181
2015,Finland,Congo,7
2015,Finland,Cuba,6
2015,Finland,Algeria,20
2015,Finland,Egypt,8
2015,Finland,Eritrea,29
2015,Finland,Ethiopia,93
2015,Finland,Georgia,*
2015,Finland,Ghana,52
2015,Finland,Guinea,26
2015,Finland,Gambia,34
2015,Finland,Honduras,6
2015,Finland,Croatia,10
2015,Finland,India,10
2015,Finland,"Iran (Islamic Rep. of)",606
2015,Finland,Iraq,4124
2015,Finland,Jordan,7
2015,Finland,Kazakhstan,13
2015,Finland,Kenya,11
2015,Finland,Kyrgyzstan,20
2015,Finland,Cambodia,5
2015,Finland,Lebanon,11
2015,Finland,Libya,17
2015,Finland,"Sri Lanka",108
2015,Finland,Morocco,19
2015,Finland,"Rep. of Moldova",6
2015,Finland,Mexico,0
2015,Finland,"The former Yugoslav Republic of Macedonia",*
2015,Finland,Mali,6
2015,Finland,Myanmar,27
2015,Finland,Mauritania,6
2015,Finland,Nigeria,165
2015,Finland,Nepal,*
2015,Finland,Pakistan,45
2015,Finland,Philippines,*
2015,Finland,"Russian Federation",772
2015,Finland,Rwanda,23
2015,Finland,Sudan,18
2015,Finland,Senegal,*
2015,Finland,"Sierra Leone",6
2015,Finland,"El Salvador",5
2015,Finland,Somalia,3062
2015,Finland,"Serbia and Kosovo (S/RES/1244 (1999))",167
2015,Finland,"Syrian Arab Rep.",565
2015,Finland,Togo,5
2015,Finland,Tajikistan,7
2015,Finland,Tunisia,*
2015,Finland,Turkey,143
2015,Finland,"United Rep. of Tanzania",5
2015,Finland,Uganda,12
2015,Finland,Ukraine,10
2015,Finland,Uzbekistan,17
2015,Finland,Stateless,168
2015,Finland,Various/Unknown,130
2015,Finland,Yemen,10
2015,Fiji,Afghanistan,7
2015,Fiji,Ukraine,0
2015,France,Afghanistan,4397
2015,France,Angola,3349
2015,France,Albania,2911
2015,France,Armenia,4034
2015,France,Azerbaijan,2816
2015,France,Burundi,375
2015,France,Benin,26
2015,France,"Burkina Faso",114
2015,France,Bangladesh,3960
2015,France,Bulgaria,73
2015,France,"Bosnia and Herzegovina",4055
2015,France,Belarus,515
2015,France,"Bolivia (Plurinational State of)",35
2015,France,Brazil,11
2015,France,Bhutan,113
2015,France,"Central African Rep.",1607
2015,France,Chile,70
2015,France,China,3260
2015,France,"Côte d'Ivoire",2654
2015,France,Cameroon,816
2015,France,"Dem. Rep. of the Congo",14182
2015,France,Congo,3225
2015,France,Colombia,475
2015,France,Comoros,525
2015,France,Cuba,150
2015,France,"Czech Rep.",29
2015,France,Germany,7
2015,France,Djibouti,149
2015,France,"Dominican Rep.",30
2015,France,Algeria,1384
2015,France,Ecuador,28
2015,France,Egypt,767
2015,France,Eritrea,2208
2015,France,"Western Sahara",297
2015,France,Estonia,8
2015,France,Ethiopia,653
2015,France,Gabon,33
2015,France,Georgia,2826
2015,France,Ghana,521
2015,France,Guinea,6005
