"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2016-09-17 19:23:19 +02:00"

Year,"Country / territory of asylum/residence",Origin,"Refugees (incl. refugee-like situations)"
2010,Brazil,"Serbia and Kosovo (S/RES/1244 (1999))",77
2010,Brazil,Slovenia,1
2010,Brazil,"Syrian Arab Rep.",5
2010,Brazil,Chad,2
2010,Brazil,"United Rep. of Tanzania",5
2010,Brazil,Uganda,1
2010,Brazil,Ukraine,1
2010,Brazil,Uruguay,1
2010,Brazil,"United States of America",1
2010,Brazil,Uzbekistan,
2010,Brazil,"Viet Nam",4
2010,Brazil,Stateless,5
2010,Brazil,"South Africa",3
2010,Brazil,Zimbabwe,4
2010,"Brunei Darussalam","Brunei Darussalam",
2010,Botswana,Angola,512
2010,Botswana,Burundi,61
2010,Botswana,"Dem. Rep. of the Congo",116
2010,Botswana,Algeria,1
2010,Botswana,Eritrea,8
2010,Botswana,Ethiopia,8
2010,Botswana,Kenya,2
2010,Botswana,Namibia,967
2010,Botswana,Rwanda,63
2010,Botswana,Sudan,10
2010,Botswana,Somalia,478
2010,Botswana,Uganda,10
2010,Botswana,Zimbabwe,750
2010,"Central African Rep.",Angola,11
2010,"Central African Rep.",Burundi,26
2010,"Central African Rep.","Burkina Faso",5
2010,"Central African Rep.","Central African Rep.",
2010,"Central African Rep.","Côte d'Ivoire",20
2010,"Central African Rep.",Cameroon,2
2010,"Central African Rep.","Dem. Rep. of the Congo",15300
2010,"Central African Rep.",Congo,18
2010,"Central African Rep.",Guinea,
2010,"Central African Rep.",Guinea-Bissau,1
2010,"Central African Rep.",Liberia,26
2010,"Central African Rep.",Mauritania,
2010,"Central African Rep.",Niger,
2010,"Central African Rep.",Nigeria,4
2010,"Central African Rep.",Rwanda,331
2010,"Central African Rep.",Sudan,4615
2010,"Central African Rep.","Sierra Leone",8
2010,"Central African Rep.",Somalia,2
2010,"Central African Rep.",Chad,1198
2010,"Central African Rep.",Togo,2
2010,"Central African Rep.","United Rep. of Tanzania",2
2010,"Central African Rep.",Uganda,3
2010,"Central African Rep.",Zambia,
2010,Canada,Aruba,
2010,Canada,Afghanistan,2727
2010,Canada,Angola,1030
2010,Canada,Albania,2166
2010,Canada,"United Arab Emirates",30
2010,Canada,Argentina,363
2010,Canada,Armenia,179
2010,Canada,"Antigua and Barbuda",28
2010,Canada,Australia,3
2010,Canada,Austria,
2010,Canada,Azerbaijan,714
2010,Canada,Burundi,1968
2010,Canada,Belgium,16
2010,Canada,Benin,61
2010,Canada,"Burkina Faso",140
2010,Canada,Bangladesh,2213
2010,Canada,Bulgaria,1119
2010,Canada,Bahrain,5
2010,Canada,Bahamas,3
2010,Canada,"Bosnia and Herzegovina",104
2010,Canada,Belarus,327
2010,Canada,Belize,5
2010,Canada,Bermuda,
2010,Canada,"Bolivia (Plurinational State of)",165
2010,Canada,Brazil,168
2010,Canada,Barbados,29
2010,Canada,Bhutan,18
2010,Canada,Botswana,38
2010,Canada,"Central African Rep.",60
2010,Canada,Switzerland,10
2010,Canada,Chile,162
2010,Canada,China,16451
2010,Canada,"Côte d'Ivoire",421
2010,Canada,Cameroon,746
2010,Canada,"Dem. Rep. of the Congo",4725
2010,Canada,Congo,348
2010,Canada,Colombia,16054
2010,Canada,Comoros,6
2010,Canada,"Cabo Verde",
2010,Canada,"Costa Rica",320
2010,Canada,Cuba,1821
2010,Canada,Cyprus,1
2010,Canada,"Czech Rep.",275
2010,Canada,Germany,80
2010,Canada,Djibouti,275
2010,Canada,Dominica,43
2010,Canada,Denmark,6
2010,Canada,"Dominican Rep.",129
2010,Canada,Algeria,877
2010,Canada,Ecuador,226
2010,Canada,Egypt,573
2010,Canada,Eritrea,1136
2010,Canada,Spain,13
2010,Canada,Estonia,17
2010,Canada,Ethiopia,1761
2010,Canada,Finland,
2010,Canada,Fiji,542
2010,Canada,France,36
2010,Canada,Gabon,54
2010,Canada,"United Kingdom",57
2010,Canada,Georgia,495
2010,Canada,Ghana,379
2010,Canada,Guinea,1094
2010,Canada,Gambia,49
2010,Canada,Guinea-Bissau,23
2010,Canada,"Equatorial Guinea",11
2010,Canada,Greece,12
2010,Canada,Grenada,325
2010,Canada,Guatemala,678
2010,Canada,Guyana,602
2010,Canada,"China, Hong Kong SAR",6
2010,Canada,Honduras,492
2010,Canada,Croatia,69
2010,Canada,Haiti,2906
2010,Canada,Hungary,1081
2010,Canada,Indonesia,374
2010,Canada,India,5954
2010,Canada,Ireland,7
2010,Canada,"Iran (Islamic Rep. of)",3819
2010,Canada,Iraq,1730
2010,Canada,Iceland,
2010,Canada,Israel,622
2010,Canada,Italy,13
2010,Canada,Jamaica,348
2010,Canada,Jordan,322
2010,Canada,Japan,15
2010,Canada,Kazakhstan,229
2010,Canada,Kenya,882
2010,Canada,Kyrgyzstan,185
2010,Canada,Cambodia,161
2010,Canada,Kiribati,1
2010,Canada,"Saint Kitts and Nevis",4
2010,Canada,"Rep. of Korea",296
2010,Canada,Kuwait,73
2010,Canada,"Lao People's Dem. Rep.",5
2010,Canada,Lebanon,1133
2010,Canada,Liberia,99
2010,Canada,Libya,292
2010,Canada,"Saint Lucia",328
2010,Canada,"Sri Lanka",16967
2010,Canada,Lesotho,5
2010,Canada,Lithuania,114
2010,Canada,Latvia,51
2010,Canada,Morocco,167
2010,Canada,"Rep. of Moldova",161
2010,Canada,Madagascar,10
2010,Canada,Maldives,1
2010,Canada,Mexico,5281
2010,Canada,"The former Yugoslav Republic of Macedonia",123
2010,Canada,Mali,119
2010,Canada,Malta,2
2010,Canada,Myanmar,265
2010,Canada,Montenegro,2
2010,Canada,Mongolia,113
2010,Canada,Mozambique,6
2010,Canada,Mauritania,284
2010,Canada,Mauritius,7
2010,Canada,Malawi,21
2010,Canada,Malaysia,265
2010,Canada,Namibia,26
2010,Canada,Niger,57
2010,Canada,Nigeria,3171
2010,Canada,Nicaragua,132
2010,Canada,Netherlands,29
2010,Canada,Norway,1
2010,Canada,Nepal,863
2010,Canada,"New Zealand",2
2010,Canada,Oman,10
2010,Canada,Pakistan,14526
2010,Canada,Panama,45
2010,Canada,Peru,2209
2010,Canada,Philippines,300
2010,Canada,"Papua New Guinea",
2010,Canada,Poland,477
2010,Canada,"Dem. People's Rep. of Korea",23
2010,Canada,Portugal,12
2010,Canada,Paraguay,40
2010,Canada,Palestinian,584
2010,Canada,Qatar,4
2010,Canada,Romania,952
2010,Canada,"Russian Federation",2311
2010,Canada,Rwanda,1494
2010,Canada,"Saudi Arabia",122
2010,Canada,Sudan,1431
2010,Canada,Senegal,172
2010,Canada,Singapore,26
2010,Canada,"Solomon Islands",38
2010,Canada,"Sierra Leone",233
2010,Canada,"El Salvador",912
2010,Canada,"San Marino",1
2010,Canada,Somalia,4149
2010,Canada,"Serbia and Kosovo (S/RES/1244 (1999))",573
2010,Canada,Suriname,10
2010,Canada,Slovakia,28
2010,Canada,Slovenia,9
2010,Canada,Sweden,7
2010,Canada,Swaziland,19
2010,Canada,Seychelles,10
2010,Canada,"Syrian Arab Rep.",545
2010,Canada,"Turks and Caicos Islands",
2010,Canada,Chad,617
2010,Canada,Togo,274
2010,Canada,Thailand,37
2010,Canada,Tibetan,58
2010,Canada,Tajikistan,44
2010,Canada,Turkmenistan,23
2010,Canada,"Trinidad and Tobago",192
2010,Canada,Tunisia,223
2010,Canada,Turkey,4465
2010,Canada,"United Rep. of Tanzania",568
2010,Canada,Uganda,682
2010,Canada,Ukraine,1871
2010,Canada,Uruguay,147
2010,Canada,"United States of America",2637
2010,Canada,Uzbekistan,247
2010,Canada,"Saint Vincent and the Grenadines",941
2010,Canada,"Venezuela (Bolivarian Republic of)",680
2010,Canada,"Viet Nam",163
2010,Canada,Vanuatu,
2010,Canada,Stateless,1738
2010,Canada,Various/Unknown,118
2010,Canada,Yemen,274
2010,Canada,"South Africa",37
2010,Canada,Zambia,52
2010,Canada,Zimbabwe,3986
2010,Switzerland,Afghanistan,1929
2010,Switzerland,Angola,1440
2010,Switzerland,Albania,62
2010,Switzerland,Armenia,81
2010,Switzerland,Austria,3
2010,Switzerland,Azerbaijan,64
2010,Switzerland,Burundi,81
2010,Switzerland,Benin,24
2010,Switzerland,"Burkina Faso",10
2010,Switzerland,Bangladesh,54
2010,Switzerland,Bulgaria,12
2010,Switzerland,Bahrain,1
2010,Switzerland,"Bosnia and Herzegovina",3370
2010,Switzerland,Belarus,29
2010,Switzerland,"Bolivia (Plurinational State of)",11
2010,Switzerland,Brazil,7
2010,Switzerland,Bhutan,1
2010,Switzerland,"Central African Rep.",7
2010,Switzerland,Switzerland,
2010,Switzerland,Chile,15
2010,Switzerland,China,1400
2010,Switzerland,"Côte d'Ivoire",114
2010,Switzerland,Cameroon,153
2010,Switzerland,"Dem. Rep. of the Congo",1416
2010,Switzerland,Congo,86
2010,Switzerland,Colombia,310
2010,Switzerland,"Cabo Verde",
2010,Switzerland,Cuba,44
2010,Switzerland,Cyprus,2
2010,Switzerland,"Czech Rep.",11
2010,Switzerland,Germany,2
2010,Switzerland,"Dominican Rep.",4
2010,Switzerland,Algeria,204
2010,Switzerland,Ecuador,3
2010,Switzerland,Egypt,43
2010,Switzerland,Eritrea,6859
2010,Switzerland,"Western Sahara",3
2010,Switzerland,Spain,1
2010,Switzerland,Ethiopia,601
2010,Switzerland,France,5
2010,Switzerland,Gabon,5
2010,Switzerland,"United Kingdom",
2010,Switzerland,Georgia,76
2010,Switzerland,Ghana,5
2010,Switzerland,Guinea,76
2010,Switzerland,Gambia,30
2010,Switzerland,Guinea-Bissau,13
2010,Switzerland,"Equatorial Guinea",
2010,Switzerland,Guatemala,
2010,Switzerland,Croatia,50
2010,Switzerland,Haiti,1
2010,Switzerland,Hungary,14
2010,Switzerland,Indonesia,1
2010,Switzerland,India,32
2010,Switzerland,"Iran (Islamic Rep. of)",1265
2010,Switzerland,Iraq,4563
2010,Switzerland,Israel,1
2010,Switzerland,Italy,4
2010,Switzerland,Jamaica,
2010,Switzerland,Jordan,24
2010,Switzerland,Kazakhstan,14
2010,Switzerland,Kenya,32
2010,Switzerland,Kyrgyzstan,15
2010,Switzerland,Cambodia,398
2010,Switzerland,Kuwait,
2010,Switzerland,"Lao People's Dem. Rep.",160
2010,Switzerland,Lebanon,50
2010,Switzerland,Liberia,47
2010,Switzerland,Libya,264
2010,Switzerland,"Sri Lanka",3275
2010,Switzerland,Lithuania,1
2010,Switzerland,Latvia,4
2010,Switzerland,Morocco,29
2010,Switzerland,"Rep. of Moldova",10
2010,Switzerland,Madagascar,3
2010,Switzerland,Maldives,5
2010,Switzerland,Mexico,
2010,Switzerland,"The former Yugoslav Republic of Macedonia",151
2010,Switzerland,Mali,10
2010,Switzerland,Myanmar,35
2010,Switzerland,Montenegro,29
2010,Switzerland,Mongolia,44
2010,Switzerland,Mozambique,8
2010,Switzerland,Mauritania,3
2010,Switzerland,Malawi,
2010,Switzerland,Malaysia,3
2010,Switzerland,Niger,10
2010,Switzerland,Nigeria,66
2010,Switzerland,Nicaragua,
2010,Switzerland,Nepal,8
2010,Switzerland,Pakistan,114
2010,Switzerland,Peru,12
2010,Switzerland,Philippines,1
2010,Switzerland,Poland,7
2010,Switzerland,"Dem. People's Rep. of Korea",4
2010,Switzerland,Portugal,4
2010,Switzerland,Paraguay,1
2010,Switzerland,Palestinian,88
2010,Switzerland,Qatar,1
2010,Switzerland,Romania,35
2010,Switzerland,"Russian Federation",546
2010,Switzerland,Rwanda,204
2010,Switzerland,"Saudi Arabia",2
2010,Switzerland,Sudan,154
2010,Switzerland,Senegal,8
2010,Switzerland,"Sierra Leone",41
2010,Switzerland,Somalia,4092
2010,Switzerland,"Serbia and Kosovo (S/RES/1244 (1999))",5288
2010,Switzerland,Slovakia,3
2010,Switzerland,Slovenia,1
2010,Switzerland,"Syrian Arab Rep.",694
2010,Switzerland,Chad,46
2010,Switzerland,Togo,623
2010,Switzerland,Tajikistan,3
2010,Switzerland,Turkmenistan,11
2010,Switzerland,Tunisia,574
2010,Switzerland,Turkey,4557
2010,Switzerland,"United Rep. of Tanzania",10
2010,Switzerland,Uganda,34
2010,Switzerland,Ukraine,29
2010,Switzerland,"United States of America",2
2010,Switzerland,Uzbekistan,44
2010,Switzerland,"Venezuela (Bolivarian Republic of)",2
2010,Switzerland,"Viet Nam",1484
2010,Switzerland,Stateless,104
2010,Switzerland,Various/Unknown,430
2010,Switzerland,Yemen,246
2010,Switzerland,"South Africa",5
2010,Switzerland,Zambia,
2010,Switzerland,Zimbabwe,13
2010,Chile,Afghanistan,12
2010,Chile,"Bolivia (Plurinational State of)",
2010,Chile,Cameroon,1
2010,Chile,"Dem. Rep. of the Congo",1
2010,Chile,Colombia,884
2010,Chile,Cuba,18
2010,Chile,Ecuador,17
2010,Chile,Ghana,
2010,Chile,Haiti,1
2010,Chile,Iraq,
2010,Chile,Kenya,2
2010,Chile,Nigeria,1
2010,Chile,Peru,117
2010,Chile,Palestinian,116
2010,Chile,Senegal,
2010,Chile,Somalia,2
2010,Chile,Ukraine,
2010,Chile,Various/Unknown,449
2010,China,Afghanistan,7
2010,China,Eritrea,1
2010,China,"Iran (Islamic Rep. of)",2
2010,China,Iraq,17
2010,China,Pakistan,50
2010,China,Palestinian,4
2010,China,Rwanda,
2010,China,Somalia,8
2010,China,"United States of America",
2010,China,"Viet Nam",300897
2010,"Côte d'Ivoire",Angola,
2010,"Côte d'Ivoire",Burundi,36
2010,"Côte d'Ivoire",Benin,1
2010,"Côte d'Ivoire","Burkina Faso",5
2010,"Côte d'Ivoire","Central African Rep.",14
2010,"Côte d'Ivoire","Côte d'Ivoire",
2010,"Côte d'Ivoire",Cameroon,
2010,"Côte d'Ivoire","Dem. Rep. of the Congo",166
2010,"Côte d'Ivoire",Congo,136
2010,"Côte d'Ivoire",Eritrea,4
2010,"Côte d'Ivoire",Ethiopia,2
2010,"Côte d'Ivoire",France,
2010,"Côte d'Ivoire",Ghana,4
2010,"Côte d'Ivoire",Guinea,4
2010,"Côte d'Ivoire","Iran (Islamic Rep. of)",6
2010,"Côte d'Ivoire",Cambodia,25
2010,"Côte d'Ivoire",Lebanon,1
2010,"Côte d'Ivoire",Liberia,25563
2010,"Côte d'Ivoire","Sri Lanka",1
2010,"Côte d'Ivoire",Mauritania,1
2010,"Côte d'Ivoire",Niger,3
2010,"Côte d'Ivoire",Nigeria,14
2010,"Côte d'Ivoire",Pakistan,1
2010,"Côte d'Ivoire",Rwanda,79
2010,"Côte d'Ivoire",Sudan,2
2010,"Côte d'Ivoire",Senegal,
2010,"Côte d'Ivoire","Sierra Leone",43
2010,"Côte d'Ivoire",Chad,47
2010,"Côte d'Ivoire",Togo,35
2010,"Côte d'Ivoire",Uganda,1
2010,"Côte d'Ivoire","Viet Nam",6
2010,"Côte d'Ivoire",Various/Unknown,18
2010,Cameroon,Angola,19
2010,Cameroon,Burundi,259
2010,Cameroon,"Burkina Faso",1
2010,Cameroon,"Central African Rep.",89927
2010,Cameroon,"Côte d'Ivoire",58
2010,Cameroon,"Dem. Rep. of the Congo",685
2010,Cameroon,Congo,157
2010,Cameroon,Denmark,
2010,Cameroon,Algeria,2
2010,Cameroon,Egypt,1
2010,Cameroon,Eritrea,
2010,Cameroon,"Western Sahara",1
2010,Cameroon,Ethiopia,1
2010,Cameroon,Gabon,9
2010,Cameroon,Ghana,5
2010,Cameroon,Guinea,8
2010,Cameroon,Guinea-Bissau,
2010,Cameroon,"Equatorial Guinea",36
2010,Cameroon,Iraq,1
2010,Cameroon,Cambodia,5
2010,Cameroon,Liberia,71
2010,Cameroon,"Sri Lanka",
2010,Cameroon,Morocco,5
2010,Cameroon,Mali,
2010,Cameroon,Mauritania,9
2010,Cameroon,Niger,3
2010,Cameroon,Nigeria,2873
2010,Cameroon,Palestinian,
2010,Cameroon,Rwanda,1535
2010,Cameroon,Sudan,84
2010,Cameroon,"Sierra Leone",
2010,Cameroon,Somalia,
2010,Cameroon,Swaziland,1
2010,Cameroon,Chad,8492
2010,Cameroon,Togo,22
2010,Cameroon,Uganda,5
2010,"Dem. Rep. of the Congo",Angola,79617
2010,"Dem. Rep. of the Congo",Burundi,12845
2010,"Dem. Rep. of the Congo","Central African Rep.",706
2010,"Dem. Rep. of the Congo","Côte d'Ivoire",2
2010,"Dem. Rep. of the Congo",Cameroon,3
2010,"Dem. Rep. of the Congo","Dem. Rep. of the Congo",
2010,"Dem. Rep. of the Congo",Congo,762
2010,"Dem. Rep. of the Congo",Eritrea,
2010,"Dem. Rep. of the Congo",Guinea,7
2010,"Dem. Rep. of the Congo",Gambia,
2010,"Dem. Rep. of the Congo",Liberia,5
2010,"Dem. Rep. of the Congo",Mozambique,
2010,"Dem. Rep. of the Congo",Rwanda,69836
2010,"Dem. Rep. of the Congo",Sudan,2505
2010,"Dem. Rep. of the Congo","Sierra Leone",1
2010,"Dem. Rep. of the Congo",Somalia,29
2010,"Dem. Rep. of the Congo",Chad,2
2010,"Dem. Rep. of the Congo","United Rep. of Tanzania",
2010,"Dem. Rep. of the Congo",Uganda,16
2010,Congo,Angola,828
2010,Congo,Burundi,70
2010,Congo,"Central African Rep.",94
2010,Congo,"Côte d'Ivoire",5
2010,Congo,Cameroon,1
2010,Congo,"Dem. Rep. of the Congo",124244
2010,Congo,Ethiopia,1
2010,Congo,Gabon,
2010,Congo,Ghana,
2010,Congo,Guinea,
2010,Congo,"Iran (Islamic Rep. of)",1
2010,Congo,Liberia,2
2010,Congo,"Sri Lanka",1
2010,Congo,Mali,1
2010,Congo,Mauritania,10
2010,Congo,Nigeria,2
2010,Congo,Palestinian,
2010,Congo,Rwanda,7775
2010,Congo,Sudan,33
2010,Congo,Senegal,1
2010,Congo,"Sierra Leone",1
2010,Congo,Chad,40
2010,Congo,Togo,1
2010,Congo,Uganda,1
2010,Colombia,Afghanistan,
2010,Colombia,Angola,5
2010,Colombia,Benin,1
2010,Colombia,"Bolivia (Plurinational State of)",1
2010,Colombia,China,1
2010,Colombia,"Dem. Rep. of the Congo",1
2010,Colombia,Congo,2
2010,Colombia,Colombia,
2010,Colombia,Cuba,58
2010,Colombia,Ecuador,2
2010,Colombia,Eritrea,4
2010,Colombia,Ethiopia,16
2010,Colombia,Ghana,1
2010,Colombia,Guinea,
2010,Colombia,Hungary,7
2010,Colombia,"Iran (Islamic Rep. of)",2
2010,Colombia,Iraq,4
2010,Colombia,Liberia,3
2010,Colombia,"Sri Lanka",2
2010,Colombia,Mauritania,1
2010,Colombia,Nicaragua,24
2010,Colombia,Nepal,2
2010,Colombia,Peru,14
2010,Colombia,Palestinian,1
2010,Colombia,Romania,7
2010,Colombia,Sudan,1
2010,Colombia,"Sierra Leone",5
2010,Colombia,"El Salvador",7
2010,Colombia,Somalia,11
2010,Colombia,"Serbia and Kosovo (S/RES/1244 (1999))",7
2010,Colombia,Turkey,2
2010,Colombia,"United States of America",
2010,Colombia,"Venezuela (Bolivarian Republic of)",17
2010,Colombia,Stateless,3
2010,"Costa Rica",Afghanistan,2
2010,"Costa Rica",Angola,2
2010,"Costa Rica",Argentina,2
2010,"Costa Rica",Armenia,2
2010,"Costa Rica",Bulgaria,13
2010,"Costa Rica",Belarus,8
2010,"Costa Rica","Bolivia (Plurinational State of)",8
2010,"Costa Rica",China,1
2010,"Costa Rica","Dem. Rep. of the Congo",3
2010,"Costa Rica",Colombia,10214
2010,"Costa Rica",Cuba,722
2010,"Costa Rica",Cyprus,4
2010,"Costa Rica",Germany,1
2010,"Costa Rica","Dominican Rep.",6
2010,"Costa Rica",Eritrea,4
2010,"Costa Rica",Ethiopia,2
2010,"Costa Rica",Georgia,15
2010,"Costa Rica",Ghana,2
2010,"Costa Rica",Guatemala,32
2010,"Costa Rica",Honduras,13
2010,"Costa Rica",Haiti,38
2010,"Costa Rica",India,7
2010,"Costa Rica","Iran (Islamic Rep. of)",5
2010,"Costa Rica",Iraq,2
2010,"Costa Rica",Israel,16
2010,"Costa Rica",Liberia,4
2010,"Costa Rica","Rep. of Moldova",2
2010,"Costa Rica",Mexico,7
2010,"Costa Rica",Nigeria,8
2010,"Costa Rica",Nicaragua,597
2010,"Costa Rica",Panama,18
2010,"Costa Rica",Peru,228
2010,"Costa Rica",Romania,4
2010,"Costa Rica","Russian Federation",21
2010,"Costa Rica",Sudan,1
2010,"Costa Rica","Sierra Leone",2
2010,"Costa Rica","El Salvador",100
2010,"Costa Rica",Somalia,9
2010,"Costa Rica",Uganda,2
2010,"Costa Rica",Ukraine,18
2010,"Costa Rica","United States of America",2
2010,"Costa Rica",Uzbekistan,7
2010,"Costa Rica","Venezuela (Bolivarian Republic of)",217
2010,"Costa Rica",Various/Unknown,7134
2010,Cuba,"Central African Rep.",
2010,Cuba,Colombia,3
2010,Cuba,Eritrea,4
2010,Cuba,"Western Sahara",396
2010,Cuba,Ethiopia,1
2010,Cuba,Haiti,1
2010,Cuba,"Iran (Islamic Rep. of)",2
2010,Cuba,Iraq,
2010,Cuba,Kazakhstan,1
2010,Cuba,Palestinian,1
2010,Cuba,Sudan,2
2010,Curaçao,Colombia,
2010,Curaçao,Jamaica,7
2010,"Cayman Islands",Afghanistan,
2010,"Cayman Islands",Cuba,1
2010,Cyprus,Afghanistan,7
2010,Cyprus,Albania,
2010,Cyprus,Armenia,23
2010,Cyprus,Benin,
2010,Cyprus,"Burkina Faso",1
2010,Cyprus,Bangladesh,1
2010,Cyprus,"Bosnia and Herzegovina",15
2010,Cyprus,Belarus,
2010,Cyprus,China,3
2010,Cyprus,"Côte d'Ivoire",
2010,Cyprus,Cameroon,7
2010,Cyprus,"Dem. Rep. of the Congo",12
2010,Cyprus,Comoros,
2010,Cyprus,Cuba,1
2010,Cyprus,Algeria,4
2010,Cyprus,Egypt,48
2010,Cyprus,Eritrea,
2010,Cyprus,Ethiopia,4
2010,Cyprus,Georgia,85
2010,Cyprus,Ghana,1
2010,Cyprus,Guinea,
2010,Cyprus,Gambia,
2010,Cyprus,Croatia,1
2010,Cyprus,Indonesia,1
2010,Cyprus,India,3
2010,Cyprus,"Iran (Islamic Rep. of)",432
2010,Cyprus,Iraq,600
2010,Cyprus,Israel,
2010,Cyprus,Jamaica,
2010,Cyprus,Jordan,9
2010,Cyprus,Kazakhstan,
2010,Cyprus,Kenya,
2010,Cyprus,Kyrgyzstan,3
2010,Cyprus,Lebanon,25
2010,Cyprus,Liberia,
2010,Cyprus,Libya,1
2010,Cyprus,"Sri Lanka",14
2010,Cyprus,Morocco,
2010,Cyprus,"Rep. of Moldova",14
2010,Cyprus,"The former Yugoslav Republic of Macedonia",2
2010,Cyprus,Mali,
2010,Cyprus,Mongolia,
2010,Cyprus,Niger,
2010,Cyprus,Nigeria,3
2010,Cyprus,Nepal,
2010,Cyprus,Pakistan,15
2010,Cyprus,Philippines,5
2010,Cyprus,Palestinian,1619
2010,Cyprus,"Russian Federation",56
2010,Cyprus,Sudan,3
2010,Cyprus,Senegal,
2010,Cyprus,"Sierra Leone",15
2010,Cyprus,Somalia,6
2010,Cyprus,"Serbia and Kosovo (S/RES/1244 (1999))",54
2010,Cyprus,"Syrian Arab Rep.",125
2010,Cyprus,Togo,
2010,Cyprus,Tajikistan,1
2010,Cyprus,Turkmenistan,
2010,Cyprus,Tunisia,
2010,Cyprus,Turkey,138
2010,Cyprus,Ukraine,28
2010,Cyprus,Uzbekistan,4
2010,Cyprus,"Viet Nam",1
2010,Cyprus,Stateless,1
2010,Cyprus,Yemen,3
2010,Cyprus,Zimbabwe,
2010,"Czech Rep.",Afghanistan,224
2010,"Czech Rep.",Angola,23
2010,"Czech Rep.",Albania,12
2010,"Czech Rep.",Armenia,79
2010,"Czech Rep.",Azerbaijan,24
2010,"Czech Rep.",Burundi,1
2010,"Czech Rep.","Burkina Faso",1
2010,"Czech Rep.",Bangladesh,1
2010,"Czech Rep.",Bulgaria,25
2010,"Czech Rep.","Bosnia and Herzegovina",11
2010,"Czech Rep.",Belarus,267
2010,"Czech Rep.",China,10
2010,"Czech Rep.","Côte d'Ivoire",1
2010,"Czech Rep.",Cameroon,6
2010,"Czech Rep.","Dem. Rep. of the Congo",42
2010,"Czech Rep.",Congo,3
2010,"Czech Rep.",Cuba,101
2010,"Czech Rep.",Djibouti,2
2010,"Czech Rep.",Algeria,1
2010,"Czech Rep.",Egypt,
2010,"Czech Rep.",Eritrea,1
2010,"Czech Rep.",Ethiopia,13
2010,"Czech Rep.",Georgia,28
2010,"Czech Rep.",Ghana,11
2010,"Czech Rep.",Guinea,6
2010,"Czech Rep.",Gambia,2
2010,"Czech Rep.",Croatia,3
2010,"Czech Rep.",Indonesia,
2010,"Czech Rep.",India,2
2010,"Czech Rep.","Iran (Islamic Rep. of)",34
2010,"Czech Rep.",Iraq,173
2010,"Czech Rep.",Israel,2
2010,"Czech Rep.",Jordan,1
2010,"Czech Rep.",Kazakhstan,87
2010,"Czech Rep.",Kenya,
2010,"Czech Rep.",Kyrgyzstan,39
2010,"Czech Rep.",Cambodia,2
2010,"Czech Rep.",Liberia,4
2010,"Czech Rep.",Libya,2
2010,"Czech Rep.","Sri Lanka",13
2010,"Czech Rep.",Morocco,1
2010,"Czech Rep.","Rep. of Moldova",20
2010,"Czech Rep.","The former Yugoslav Republic of Macedonia",2
2010,"Czech Rep.",Myanmar,100
2010,"Czech Rep.",Mongolia,2
2010,"Czech Rep.",Niger,21
2010,"Czech Rep.",Nigeria,
2010,"Czech Rep.",Nepal,
2010,"Czech Rep.",Pakistan,20
2010,"Czech Rep.",Philippines,
2010,"Czech Rep.",Poland,
2010,"Czech Rep.",Palestinian,1
2010,"Czech Rep.",Romania,121
2010,"Czech Rep.","Russian Federation",435
2010,"Czech Rep.",Rwanda,1
2010,"Czech Rep.",Sudan,20
2010,"Czech Rep.",Senegal,1
2010,"Czech Rep.","Sierra Leone",6
2010,"Czech Rep.",Somalia,21
2010,"Czech Rep.","Serbia and Kosovo (S/RES/1244 (1999))",54
2010,"Czech Rep.",Slovakia,
2010,"Czech Rep.","Syrian Arab Rep.",23
2010,"Czech Rep.",Chad,1
2010,"Czech Rep.",Togo,1
2010,"Czech Rep.",Tajikistan,1
2010,"Czech Rep.",Turkmenistan,7
2010,"Czech Rep.",Tunisia,1
2010,"Czech Rep.",Turkey,19
2010,"Czech Rep.",Uganda,1
2010,"Czech Rep.",Ukraine,94
2010,"Czech Rep.",Uzbekistan,65
2010,"Czech Rep.","Viet Nam",62
2010,"Czech Rep.",Stateless,80
2010,"Czech Rep.",Various/Unknown,8
2010,"Czech Rep.",Yemen,
2010,"Czech Rep.","South Africa",3
2010,"Czech Rep.",Zimbabwe,
2010,Germany,Afghanistan,30404
2010,Germany,Angola,3321
2010,Germany,Albania,2275
2010,Germany,"United Arab Emirates",367
2010,Germany,Argentina,32
2010,Germany,Armenia,3918
2010,Germany,"Antigua and Barbuda",1
2010,Germany,Australia,33
2010,Germany,Austria,2
2010,Germany,Azerbaijan,6326
2010,Germany,Burundi,138
2010,Germany,Belgium,6
2010,Germany,Benin,181
2010,Germany,"Burkina Faso",208
2010,Germany,Bangladesh,935
2010,Germany,Bulgaria,192
2010,Germany,Bahrain,37
2010,Germany,"Bosnia and Herzegovina",24622
2010,Germany,Belarus,1842
2010,Germany,Belize,1
2010,Germany,"Bolivia (Plurinational State of)",28
2010,Germany,Brazil,143
2010,Germany,Barbados,2
2010,Germany,Bhutan,83
2010,Germany,Botswana,3
2010,Germany,"Central African Rep.",14
2010,Germany,Canada,46
2010,Germany,Switzerland,3
2010,Germany,Chile,423
2010,Germany,China,3752
2010,Germany,"Côte d'Ivoire",493
2010,Germany,Cameroon,1236
2010,Germany,"Dem. Rep. of the Congo",5587
2010,Germany,Congo,608
2010,Germany,Colombia,253
2010,Germany,Comoros,11
